perm_nt_no,apv_perm_ymd,site_tel,rdn_whl_addr,rdn_post_no,bplc_nm,update_dt,uptae_nm,trdp_jubnse_nm,x,y,longitude,latitude
3150000-101-2006-00291,2006-08-18,02 2693 3100,서울특별시 강서구 공항대로 396 (주)귀뚜라미보일러사옥빌딩 1층 (화곡동),7649,(주)닥터로빈 강서지점,2025-01-19 2:40:00,경양식,기타,186766.1112,450409.6136,126.8506611,37.55826921
3150000-101-2006-00292,2006-08-18,,"서울특별시 강서구 화곡로 121, 1층 (화곡동)",7711,마왕족발,2024-08-22 2:40:00,정종/대포집/소주방,,185382.9481,448706.9684,126.8368295,37.54279062
3150000-101-2006-00313,2006-09-04,0 2692 7838,"서울특별시 강서구 강서로39길 3 (화곡동,지층)",7707,소라커피숍,2018-08-31 23:59:59,경양식,주택가주변,185564.3949,449110.0681,126.8386439,37.54645516
3150000-101-2006-00318,2006-09-06,02 2699 2234,"서울특별시 강서구 까치산로 17, 1층 (화곡동, 본동)",7727,아리랑양꼬치,2018-08-31 23:59:59,중국식,기타,186010.5007,448839.5795,126.843105,37.54399618
3150000-101-2006-00319,2006-09-06,02 2661 7077,"서울특별시 강서구 공항대로 46, 1층 (공항동)",7624,장성(長城)양갈비,2025-01-16 2:40:00,일식,기타,183352.1586,450975.1373,126.8165216,37.56341034
3150000-101-2006-00326,2006-09-12,02 2665 9994,서울특별시 강서구 방화대로23길 3-12 (공항동),7617,늘보리,2021-12-30 2:40:00,한식,주택가주변,183681.4907,451324.1134,126.8198149,37.56658285
3150000-101-2006-00327,2006-09-12,02 3664 8383,"서울특별시 강서구 화곡로 398, 홈플러스강서점앤본사사옥 1층 (등촌동)",7567,샤브미 강서점,2025-01-22 2:40:00,한식,,187119.9482,450691.5932,126.8541995,37.56083267
3150000-101-2006-00329,2006-09-13,02 2668 4109,"서울특별시 강서구 공항대로42길 50 (내발산동,(지상 1층))",7651,타래바지락칼국수,2021-12-29 2:40:00,한식,주택가주변,186057.0582,450410.9029,126.8435706,37.55828094
3150000-101-2006-00330,2006-09-13,02 2665 9233,"서울특별시 강서구 송정로 52, 1층 (공항동)",7623,잘구워보세,2020-08-05 2:40:00,한식,,183179.8898,450813.5816,126.8147989,37.56194165
3150000-101-2006-00342,2006-09-26,0 2659 0766,"서울특별시 강서구 마곡중앙8로 90, 마곡아이파크 2층 215호 (마곡동)",7803,참치 플레이트,2023-09-17 2:40:00,일식,,185581.018,450935.144,126.8388102,37.56304676
3150000-101-2006-00345,2006-09-27,02 2697 8592,"서울특별시 강서구 강서로 26, 1~2층 (화곡동, 8동)",7781,고기굼터,2018-08-31 23:59:59,한식,,186486.2613,447574.5475,126.8478626,37.53249589
3150000-101-2006-00346,2006-09-28,02 3661 4387,"서울특별시 강서구 공항대로 423, 1층 (등촌동, 1동)",7571,신당동즉석떡볶이,2021-12-26 2:40:00,분식,주택가주변,187062.1799,450374.1045,126.8536218,37.5579464
3150000-101-2006-00349,2006-09-29,02 2601 7085,"서울특별시 강서구 공항대로46길 61, 5층 (화곡동, 6동)",7654,콘서트7080,2020-05-23 2:40:00,라이브카페,기타,186843.8147,450128.5301,126.8514381,37.55571391
3150000-101-2006-00351,2006-09-29,02 2696 6392,"서울특별시 강서구 까치산로 123, 1층 일부호 (화곡동)",7663,짱짱김밥,2025-01-16 2:40:00,호프/통닭,,186713.9885,449636.3406,126.8501399,37.55123946
3150000-101-2006-00362,2006-10-18,02 2644 4788,"서울특별시 강서구 등촌로3길 14, 1층 (화곡동, 4동)",7785,쭉심목동점,2020-08-05 2:40:00,한식,,187818.8352,447706.6603,126.8611884,37.53369691
3150000-101-2006-00370,2006-10-23,02 2065 7340,"서울특별시 강서구 화곡로51길 9, 1층 (화곡동, 6동)",7687,우장산평양냉면숯불갈비,2018-08-31 23:59:59,한식,,186454.4479,449793.0681,126.8475445,37.55266426
3150000-101-2006-00372,2006-10-23,02 2699 4555,"서울특별시 강서구 화곡로 111, 스카이빌딩 1층 (화곡동)",7711,"원할머니보쌈, 박가부대 화곡역점",2019-03-01 2:40:00,한식,,185278.7993,448676.7053,126.835788,37.5425155
3150000-101-2006-00373,2006-10-23,02 3661 1113,"서울특별시 강서구 양천로 443-32, 104호 (가양동,(지상 1층))",7527,우리실내포장마차,2021-04-11 2:40:00,정종/대포집/소주방,,186824.795,451300.125,126.851248,37.56636477
3150000-101-2006-00375,2006-10-24,,"서울특별시 강서구 양천로57길 10-11, 1층 101-2호 (가양동, 이스타빌2차오피스텔)",7526,투다리,2018-08-31 23:59:59,한식,,186915.48,451230.0882,126.8521548,37.56572807
3150000-101-2006-00389,2006-11-06,,"서울특별시 강서구 강서로 27 (화곡동,107호)",7778,강순자옛맛김치찌개 까치산역점,2023-09-20 2:40:00,한식,,186424.3917,447580.5448,126.8472439,37.53255041
3150000-101-2006-00395,2006-11-09,02 2692 9753,"서울특별시 강서구 화곡로59길 16 (화곡동,대호빌딩 1층)",7649,S&B 301,2023-10-12 2:40:00,한식,,186712.9506,450238.8812,126.8501295,37.5567171
3150000-101-2006-00403,2006-11-13,,"서울특별시 강서구 초록마을로 157 (화곡동,1층)",7752,까치산치킨,2018-08-31 23:59:59,통닭(치킨),,186432.4902,448228.923,126.8473249,37.53844475
3150000-101-2006-00415,2006-11-15,02 2659 7004,"서울특별시 강서구 강서로56가길 47, 2층 (등촌동, 3동)",7583,서울강서등촌지역자활센터,2018-08-31 23:59:59,한식,,185803.5688,451060.3222,126.8410357,37.56418475
3150000-101-2006-00417,2006-11-16,,"서울특별시 강서구 강서로 466, 지하 1층 106일부호 (등촌동, 3동 우리벤처)",7573,푸짐한밥상,2023-08-19 2:40:00,한식,,185926.7159,451634.92,126.8422672,37.56940836
3150000-101-2006-00422,2006-11-20,02 2659 2534,"서울특별시 강서구 허준로 209, 202호 (가양동,주공상가 (지상 2층))",7531,고향해장국,2018-08-31 23:59:59,한식,,187710.4716,451087.6877,126.8601047,37.56443352
3150000-101-2006-00429,2006-11-22,02 3662 8006,"서울특별시 강서구 화곡로64길 78, 1층 (등촌동, 1동)",7571,미소돈가스,2021-06-12 2:40:00,한식,,187311.0168,450401.6799,126.8561102,37.55819709
3150000-101-2006-00430,2006-11-23,0 2666 1922,"서울특별시 강서구 양천로 28, 벽산에어트리움 본관동 2층 205호 (방화동)",7601,대원각,2019-07-06 2:40:00,중국식,,182876.3679,452247.3938,126.8117637,37.57497631
3150000-101-2006-00431,2006-11-23,,"서울특별시 강서구 공항대로46길 21 (화곡동,(지상 2층))",7654,불가리 코코,2018-08-31 23:59:59,호프/통닭,,186961.357,450245.4907,126.8526136,37.55677719
3150000-101-2006-00439,2006-11-27,02 2648 5868,"서울특별시 강서구 등촌로 231, 지하 1층 (등촌동, 2동)",7665,7080라이브좋은사람들,2018-08-31 23:59:59,호프/통닭,,187885.829,449804.5892,126.8618583,37.55276899
3150000-101-2006-00441,2006-11-28,02 2695 9919,서울특별시 강서구 강서로5나길 130 (화곡동),7775,사랑해포차,2021-12-30 2:40:00,한식,,185871.0776,447364.0708,126.8417108,37.53058246
3150000-101-2006-00446,2006-11-30,02 3665 7477,"서울특별시 강서구 강서로 468, 1층 104호 (등촌동, 3동 테크노타워)",7573,에이스 모녀식당,2024-03-22 2:40:00,한식,,185931.6197,451668.0235,126.8423162,37.5697093
3150000-101-2006-00456,2006-12-07,02 2651 5995,"서울특별시 강서구 곰달래로53길 26 (화곡동,(지상 1층))",7740,태웅칼국수,2018-08-31 23:59:59,한식,,187524.326,447875.759,126.8582433,37.53523417
3150000-101-2006-00457,2006-12-11,02  26065012,"서울특별시 강서구 곰달래로 181, 1층 (화곡동, 2동)",7750,인생포차,2018-12-02 2:40:00,한식,,186953.7887,447677.9371,126.8525379,37.53343579
3150000-101-2006-00459,2006-12-12,02 3665 0611,"서울특별시 강서구 강서로5길 10, 1층 (화곡동, 1동)",7778,거북포차,2020-05-01 2:40:00,정종/대포집/소주방,,186493.1558,447429.957,126.8479316,37.53118143
3150000-101-2006-00461,2006-12-12,02 2698 6784,"서울특별시 강서구 공항대로46길 31, 연학빌딩 1층 (화곡동)",7654,추억의 삼겹살 냉삼맛집 강서구청점,2025-02-21 2:40:00,한식,,186915.1964,450227.1709,126.852152,37.55661064
3150000-101-2006-00463,2006-12-12,02 3665 6500,"서울특별시 강서구 마곡중앙5로1길 21, 마곡럭스나인오피스텔 2층 201호 (마곡동)",7788,다루마,2021-06-18 2:40:00,정종/대포집/소주방,,184567.4654,451863.7388,126.8286747,37.57148853
3150000-101-2006-00466,2006-12-14,02 2644 3995,"서울특별시 강서구 등촌로 69, 1층 (등촌동, 2동)",7734,지호한방삼계탕,2022-06-12 2:40:00,한식,,187835.8431,448230.853,126.8613584,37.5384623
3150000-101-2006-00469,2006-12-18,02 3664 3351,"서울특별시 강서구 강서로74길 17, 1층 (가양동, 1동)",7573,다래정,2019-01-04 2:40:00,한식,,185986.4381,451706.1793,126.8428644,37.57005618
3150000-101-2006-00470,2006-12-19,02 2668 0001,"서울특별시 강서구 양천로 564, 등촌동두산위브센티움 1층 119호 (등촌동)",7551,주식회사 한우1번지,2025-01-22 2:40:00,한식,,187682.6904,450578.8928,126.8598269,37.55980812
3150000-101-2006-00476,2006-12-22,02 2602 1093,"서울특별시 강서구 화곡로 320, 1층 (화곡동)",7658,교동짬뽕 강서구청점,2025-01-22 2:40:00,중국식,,186720.8924,450028.1615,126.8502089,37.55480147
3150000-101-2006-00484,2006-12-27,02 2644 9448,"서울특별시 강서구 등촌로39길 24, 1층 (등촌동, 2동)",7668,세복칼국수,2018-08-31 23:59:59,한식,,187649.1487,449294.6314,126.8594915,37.54813301
3150000-101-2006-00489,2006-12-28,02 2064 0609,서울특별시 강서구 공항대로3길 27 (공항동),7619,잔치잔치,2023-12-30 2:40:00,한식,,183167.3575,451186.0045,126.8146736,37.56532731
3150000-101-2006-00491,2006-12-14,02 2663 3719,"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 A동 1층 110호 (마곡동)",7631,오레노카츠 마곡점,2023-07-30 2:40:00,한식,,183382.8616,452713.5052,126.8168286,37.57921368
3150000-101-2006-00492,2006-10-31,02 6953 1018,"서울특별시 강서구 마곡동로 61, 에이스프라자 1층 107호 (마곡동)",7802,바나프레소 마곡점,2024-12-15 2:40:00,까페,기타,185190.1475,450940.3902,126.8349015,37.56309446
3150000-101-2007-00001,2007-01-04,02 2659 7944,"서울특별시 강서구 양천로 723, 지하 1층 (염창동)",7540,올리브,2022-09-25 2:40:00,정종/대포집/소주방,,189003.8724,449700.1207,126.8730387,37.55181928
3150000-101-2007-00012,2007-01-11,02 3662 9282,"서울특별시 강서구 강서로 426, 1층 105호 (등촌동, 3동 효성인텔리안)",7582,김밥천국,2018-08-31 23:59:59,분식,,185811.9473,451247.7998,126.8411195,37.56588909
3150000-101-2007-00014,2007-01-12,02 2659 3777,"서울특별시 강서구 양천로57길 37, 지하 1층 10,11,24,25호 (가양동, 가양4단지아파트)",7527,전주식당,2020-09-19 2:40:00,한식,,186845.6552,451427.0352,126.8514566,37.5675185
3150000-101-2007-00029,2007-02-02,02 2695 0410,"서울특별시 강서구 강서로 33, 2층 (화곡동, 1동)",7774,홍콩반점0410 까치산역점,2018-08-31 23:59:59,중국식,,186410.0292,447620.8114,126.8471003,37.53291647
3150000-101-2007-00031,2007-02-02,02 2607 6574,서울특별시 강서구 강서로12길 8-9 (화곡동),7760,엄마손칼국수,2018-08-31 23:59:59,한식,,186480.7863,447674.3689,126.8478079,37.53340335
3150000-101-2007-00062,2007-02-28,,"서울특별시 강서구 금낭화로 287-50, 1층 118호 (방화동, 3동 오피앙2)",7510,깃발,2019-03-27 2:40:00,정종/대포집/소주방,,183366.2835,452915.9637,126.8166628,37.58105422
3150000-101-2007-00074,2007-03-13,02 2604 8884,"서울특별시 강서구 강서로33길 32, 1층 (화곡동, 3동)",7713,죽이팔팔(죽전문점),2019-08-31 2:40:00,패스트푸드,,185616.3551,448842.2211,126.8391636,37.54402019
3150000-101-2007-00081,2007-03-15,,"서울특별시 강서구 곰달래로 271, 1층 (화곡동, 4동)",7741,비어홀릭,2024-12-19 2:40:00,호프/통닭,,187837.4684,447818.5456,126.8613747,37.53471405
3150000-101-2007-00082,2007-03-20,02 2605 4701,"서울특별시 강서구 월정로 96, 1층 (화곡동, 1동)",7780,돈수라,2018-08-31 23:59:59,한식,,185766.025,447316.215,126.8406602,37.53014741
3150000-101-2007-00085,2007-03-22,02 3664 1818,"서울특별시 강서구 공항대로45나길 41, 1층 (등촌동, 1동)",7571,어머나호프,2018-08-31 23:59:59,호프/통닭,,187231.2832,450444.9945,126.8553128,37.55859086
3150000-101-2007-00086,2007-03-22,02 2607 9960,"서울특별시 강서구 화곡로31길 18, 1층 3호 (화곡동, 우장산동)",7696,굽네치킨,2022-02-09 2:40:00,통닭(치킨),,186003.9889,449110.8738,126.8430399,37.54646249
3150000-101-2007-00088,2007-03-26,02 2608 0308,"서울특별시 강서구 강서로45길 5, 1층 (화곡동, 3동)",7705,미소야,2021-12-30 2:40:00,한식,주택가주변,185423.234,449519.6292,126.8372323,37.55017845
3150000-101-2007-00099,2007-04-02,02 3662 7327,"서울특별시 강서구 공항대로61길 42, 202호 (염창동,(지상 2층))",7554,우미정,2022-02-08 2:40:00,한식,,188129.7567,450064.2259,126.8642976,37.55512933
3150000-101-2007-00100,2007-04-06,,"서울특별시 강서구 방화동로5길 16, 1층 (방화동, 2동)",7620,은나식당,2018-08-31 23:59:59,한식,,183158.8668,451347.172,126.8145887,37.56679247
3150000-101-2007-00108,2007-04-16,02 2690 0088,"서울특별시 강서구 강서로 21, 1층 (화곡동, 1동)",7778,신의주(순대국),2023-12-02 2:40:00,한식,,186448.2477,447533.492,126.8474825,37.53212265
3150000-101-2007-00111,2007-04-16,02 3661 2143,"서울특별시 강서구 화곡로61길 49, 1층 105호 (등촌동, 삼성아파트)",7590,다온,2021-01-23 2:40:00,한식,,186642.9694,450586.4378,126.8494297,37.55987671
3150000-101-2007-00122,2007-04-24,02 2663 5292,"서울특별시 강서구 방화동로 56, 1층 (방화동, 1동)",7616,삼순이게장전문점,2018-08-31 23:59:59,한식,,183346.9399,451463.7981,126.8164694,37.56785271
3150000-101-2007-00126,2007-04-27,02 3663 4333,"서울특별시 강서구 공항대로45길 30, 1층 (등촌동, 1동)",7571,엉터리생고기가양점,2018-08-31 23:59:59,한식,,187155.2744,450482.9066,126.8545527,37.55893551
3150000-101-2007-00131,2007-05-02,02 3661 6423,"서울특별시 강서구 공항대로59나길 3, 1층 (등촌동, 1동)",7563,옹골네순대국,2018-08-31 23:59:59,한식,,187910.3929,450084.4514,126.8621039,37.55531319
3150000-101-2007-00137,2007-05-07,,"서울특별시 강서구 가로공원로76길 40, 1층 (화곡동, 1동)",7761,나비,2018-08-31 23:59:59,정종/대포집/소주방,,185557.0744,448117.2543,126.8385707,37.53742958
3150000-101-2007-00138,2007-05-07,02 2601 8100,"서울특별시 강서구 곰달래로15길 46, 1층 (화곡동, 1동)",7771,최고한우돈,2018-12-12 2:40:00,한식,,185747.7315,447787.1484,126.8404773,37.53442862
3150000-101-2007-00147,2007-05-18,02 2666 7823,"서울특별시 강서구 양천로18길 8, 1층 (방화동)",7604,명태어장,2025-02-06 2:40:00,한식,,183366.1449,452331.6139,126.8166614,37.57574194
3150000-101-2007-00159,2007-05-28,02 2668 3767,"서울특별시 강서구 화곡로66길 190, 1층 (등촌동)",7564,등촌 밥상,2022-08-13 2:40:00,한식,,187820.6957,450189.25,126.861207,37.55626591
3150000-101-2007-00170,2007-06-07,02 2658 7477,"서울특별시 강서구 등촌로53길 10, 1층 101(일부)호 (등촌동, 천우네오젠아파트)",7665,마포숯불갈비,2021-02-28 2:40:00,정종/대포집/소주방,,187831.005,449710.1557,126.8613101,37.55191051
3150000-101-2007-00174,2007-06-08,02 2607 3580,"서울특별시 강서구 화곡로60길 15, 1층 (화곡동, 6동)",7654,꼬지사께 강서구청점,2018-09-27 23:59:59,호프/통닭,,186869.2634,450168.1972,126.8516926,37.55607452
3150000-101-2007-00177,2007-06-11,02 2678 4782,"서울특별시 강서구 곰달래로 60 (화곡동,지상1층)",7775,세븐호프,2019-08-23 2:40:00,호프/통닭,,185730.3711,447537.2995,126.8403037,37.53215727
3150000-101-2007-00181,2007-06-13,02 2604 3704,"서울특별시 강서구 화곡로52길 18, 1층 (화곡동, 6동)",7663,씨티,2018-08-31 23:59:59,호프/통닭,주택가주변,186619.9463,449759.3105,126.8491995,37.55235737
3150000-101-2007-00186,2007-06-21,02 2608 6556,"서울특별시 강서구 우장산로15길 25, 1~3층 (화곡동)",7649,홍린,2025-01-22 2:40:00,중국식,,186725.0431,450236.201,126.8502504,37.55669274
3150000-101-2007-00191,2007-06-26,02 2698 9723,"서울특별시 강서구 강서로5나길 117 (화곡동,(지상 1층))",7780,라스베가스 K포차,2024-09-29 2:40:00,한식,,185933.6488,447331.9136,126.8423365,37.53029012
3150000-101-2007-00195,2007-06-27,02 3665 3776,"서울특별시 강서구 공항대로41길 75 (등촌동,1층103호)",7586,토마토,2018-08-31 23:59:59,분식,,186355.1127,450997.0237,126.8465511,37.56360931
3150000-101-2007-00198,2007-06-27,02 2668 8817,"서울특별시 강서구 강서로 378, 1층 (등촌동)",7591,은택이네 포차,2025-02-15 2:40:00,한식,,185693.8102,450792.2795,126.8399381,37.561748
3150000-101-2007-00201,2007-06-29,02 2065 0651,"서울특별시 강서구 화곡로58길 25, 1층 (화곡동, 6동)",7654,구도로통닭 서울강서구청점,2022-06-04 2:40:00,정종/대포집/소주방,,186888.8064,450085.2866,126.8518881,37.55532079
3150000-101-2007-00202,2007-06-29,02 2690 9022,"서울특별시 강서구 곰달래로 55-1, 1층 (화곡동, 1동)",7772,베스트,2018-08-31 23:59:59,한식,,185704.9088,447566.531,126.8400491,37.53242301
3150000-101-2007-00208,2007-07-03,02 2662 9934,"서울특별시 강서구 초원로 61, 1층 (방화동, 2동)",7607,하우돈,2018-08-31 23:59:59,한식,,183341.9048,451751.173,126.816419,37.57046521
3150000-101-2007-00210,2007-07-06,02 3661 9825,"서울특별시 강서구 화곡로61길 124 (등촌동,(1층))",7590,도네누,2022-04-09 2:40:00,한식,,186288.2113,450712.6579,126.8458821,37.56102416
